Day;Index Trading Symbol;Index Name;Index ISIN;Trading Symbol;Instrument;ISIN;Country;Transparency Level;Instrument Exchange;Index Value (close);Index Settlement Value (Future);Index Settlement Value (Kassa);Index Settlement Value (Option);Constant A (last regular rebalancing) (Index);Kt (last regular rebalancing) (Index);Market Cap. (in Mio.) (last regular rebalancing) (Index);# Constituents;Performance (1d) (Index);Performance (1m) (Index);Performance (12m) (Index);Performance (ytd) (Index);Volatility (1m) (Index);Volatility (12m) (Index);Sharpe Ratio (1m) (Index);Sharpe Ratio (12m) (Index);pit;pi0 (last regular rebalancing);qi0 (last regular rebalancing);qit (last regular rebalancing);ffit (last regular rebalancing);ci (last regular rebalancing);Market Cap. (in Mio.) (last regular rebalancing);Weight (last regular rebalancing);Fi (last regular rebalancing);Fi (norm 1m EUR) (last regular rebalancing);Fi (norm Index) (last regular rebalancing);Quintil;Performance (1d);Performance (1m);Performance (12m);Performance (ytd);Volatility (1m);Volatility (12m);Sharpe Ratio (1m);Sharpe Ratio (12m);Beta (1m);Beta (12m);Correlation (1m);Correlation (12m)
2/02/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;P911;DR.ING.H.C.F.PORSCHE VZOI;DE000PAG9113;n/a;Prime Standard;XETRA;2754.56;;;;3908.4713549;0.7083393;782874.57;32;0.0280817520863501;0.126125794648515;-0.0597359330411393;0.141389112184773;0.147862412436899;0.239295824710773;2.77658005956258;-0.228083950495319;118.4;;;;;;;;;;;3;0.0812785388127855;0.240440020953379;;0.249604221635884;0.335190078795755;;2.34921830635327;;1.24502123054009;;0.549216263632282;
2/02/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;DTE;DT.TELEKOM AG NA;DE0005557508;n/a;Prime Standard;XETRA;2754.56;;;;3908.4713549;0.7083393;782874.57;32;0.0280817520863501;0.126125794648515;-0.0597359330411393;0.141389112184773;0.147862412436899;0.239295824710773;2.77658005956258;-0.228083950495319;20.56;16.97;1000000000;4986458596;0.6925;1;65091.36;8.3144;41.6502431665933;4410.82478482293;12.1498815192819;1;0.00464207174430475;0.0858772579230818;0.2643695269964;0.103122652603828;0.107373854125751;0.206496817116104;2.58774663716719;1.28070479398898;0.321709475458181;0.524007051049538;0.443019760558708;0.607237928343741
2/02/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;EOAN;E.ON SE NA O.N.;DE000ENAG999;n/a;Prime Standard;XETRA;2754.56;;;;3908.4713549;0.7083393;782874.57;32;0.0280817520863501;0.126125794648515;-0.0597359330411393;0.141389112184773;0.147862412436899;0.239295824710773;2.77658005956258;-0.228083950495319;10.1;132.99;39636097;2641318800;0.7876;1;18572.94;2.3724;25.0918149640746;2657.26178109091;7.31958701172177;3;0.00748129675810461;0.0667511618346703;-0.142031009532775;0.0820655666907526;0.183844681507961;0.290305655747212;1.1683746122367;-0.467054882203679;0.418609083824503;0.706300672286928;0.336678485853347;0.582196035532445
2/02/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;FME;FRESEN.MED.CARE KGAA O.N.;DE0005785802;n/a;Prime Standard;XETRA;2754.56;;;;3908.4713549;0.7083393;782874.57;32;0.0280817520863501;0.126125794648515;-0.0597359330411393;0.141389112184773;0.147862412436899;0.239295824710773;2.77658005956258;-0.228083950495319;35.76;65.45;34790000;293413449;0.6783;1;5845.29;0.7466;2.40053133716318;254.219959205331;0.700264130828638;5;0.0380261248185778;0.176315789473684;-0.40180007498549;0.169774288518155;0.315500789632998;0.348436146044147;1.82574293819969;-1.12301379285407;0.987784753890134;0.58661084216516;0.462934615309463;0.402867288178556
2/02/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;FRE;FRESENIUS SE+CO.KGAA O.N.;DE0005785604;n/a;Prime Standard;XETRA;2754.56;;;;3908.4713549;0.7083393;782874.57;32;0.0280817520863501;0.126125794648515;-0.0597359330411393;0.141389112184773;0.147862412436899;0.239295824710773;2.77658005956258;-0.228083950495319;27.23;207.58;300000;563237277;0.736;1;10604;1.3545;5.00005464571127;529.513474112477;1.45857663525127;4;0.0232995114618564;0.0298789712556733;-0.222690218652934;0.0373333333333334;0.26478253531003;0.315763014764315;0.352120829887368;-0.680850812905733;1.12047274571293;0.718709455922659;0.625705177484319;0.544662179992208
2/02/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;HEI;HEIDELBERGCEMENT AG O.N.;DE0006047004;n/a;Prime Standard;XETRA;2754.56;;;;3908.4713549;0.7083393;782874.57;32;0.0280817520863501;0.126125794648515;-0.0597359330411393;0.141389112184773;0.147862412436899;0.239295824710773;2.77658005956258;-0.228083950495319;64.42;237.75;2513333;193091900;0.7142;1;7132.51;0.9111;1.6633722353645;176.153677009424;0.485225872543078;5;0.018015170670038;0.169147005444646;0.0560807285313709;0.209084084084084;0.208116837941467;0.341032156204069;2.6542232867796;0.174257402952897;0.831166959790545;1.12351895796369;0.590525749997404;0.788352038753879
2/02/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;HEN3;HENKEL AG+CO.KGAA VZO;DE0006048432;n/a;Prime Standard;XETRA;2754.56;;;;3908.4713549;0.7083393;782874.57;32;0.0280817520863501;0.126125794648515;-0.0597359330411393;0.141389112184773;0.147862412436899;0.239295824710773;2.77658005956258;-0.228083950495319;65.06;248.49;3500000;178162875;0.941;1;11007.98;1.4061;2.02214540980647;214.148307764126;0.589884362634751;4;-0.00337009803921562;-0.00275904353157574;-0.060004173760569;0.000615195324515705;0.148683873381923;0.214309476590513;-0.0966406228577082;-0.255908357903313;0.0844554115602968;0.508488432462404;0.0839888053264487;0.567773113619585
2/02/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;IFX;INFINEON TECH.AG NA O.N.;DE0006231004;n/a;Prime Standard;XETRA;2754.56;;;;3908.4713549;0.7083393;782874.57;32;0.0280817520863501;0.126125794648515;-0.0597359330411393;0.141389112184773;0.147862412436899;0.239295824710773;2.77658005956258;-0.228083950495319;36.06;70.2;616700000;1305921137;0.9972;1;38625.17;4.9338;15.7074167740506;1663.43958510418;4.58204414354456;2;0.0796407185628742;0.256445993031359;-0.00645662946587111;0.268378473443546;0.37627067190418;0.426364664508363;2.23297976478655;-0.00500222925401255;1.94146478843577;1.44961612255475;0.76293394280942;0.81359248182718
2/02/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;MBG;MERCEDES-BENZ GRP NA O.N.;DE0007100000;n/a;Prime Standard;XETRA;2754.56;;;;3908.4713549;0.7083393;782874.57;32;0.0280817520863501;0.126125794648515;-0.0597359330411393;0.141389112184773;0.147862412436899;0.239295824710773;2.77658005956258;-0.228083950495319;72.2;293.99;42313132;1069837447;0.735;1;48776.08;6.2304;9.4844178791051;1004.41443483165;2.76671982560986;1;0.0373563218390804;0.132016306052054;0.124109232056466;0.175895765472313;0.235601062761407;0.366678818164717;1.82500138955481;0.344696405583835;1.2133158493677;1.2344387335422;0.761472832221967;0.805598851540986
2/02/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;MRK;MERCK KGAA O.N.;DE0006599905;n/a;Prime Standard;XETRA;2754.56;;;;3908.4713549;0.7083393;782874.57;32;0.0280817520863501;0.126125794648515;-0.0597359330411393;0.141389112184773;0.147862412436899;0.239295824710773;2.77658005956258;-0.228083950495319;184.05;29.04;39999999;129242252;1;1;23418.7;2.9914;1.55887058800466;165.086791892189;0.454741473474548;3;0.00849315068493151;0.0225;-0.0610625870650318;0.017412935323383;0.355910393402676;0.321987956344877;0.193609682525872;-0.173563823476254;1.23212320313615;0.819348520189541;0.511883644344905;0.608925507928947
2/02/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;MTX;MTU AERO ENGINES NA O.N.;DE000A0D9PT0;n/a;Prime Standard;XETRA;2754.56;;;;3908.4713549;0.7083393;782874.57;32;0.0280817520863501;0.126125794648515;-0.0597359330411393;0.141389112184773;0.147862412436899;0.239295824710773;2.77658005956258;-0.228083950495319;233.1;21.89;55000000;53436048;0.9985;1;10809.9;1.3808;0.643558375484324;68.1538213765684;0.18773379021104;3;0.0143603133159269;0.128813559322034;0.247450561496443;0.152818991097923;0.175777153204379;0.341233938995079;2.38605026875968;0.726208166614557;0.659698016420683;0.950255923783703;0.554932984233637;0.66638235234684
