Day;Index Trading Symbol;Index Name;Index ISIN;Trading Symbol;Instrument;ISIN;Country;Transparency Level;Instrument Exchange;Index Value (close);Index Settlement Value (Future);Index Settlement Value (Kassa);Index Settlement Value (Option);Constant A (last regular rebalancing) (Index);Kt (last regular rebalancing) (Index);Market Cap. (in Mio.) (last regular rebalancing) (Index);# Constituents;Performance (1d) (Index);Performance (1m) (Index);Performance (12m) (Index);Performance (ytd) (Index);Volatility (1m) (Index);Volatility (12m) (Index);Sharpe Ratio (1m) (Index);Sharpe Ratio (12m) (Index);pit;pi0 (last regular rebalancing);qi0 (last regular rebalancing);qit (last regular rebalancing);ffit (last regular rebalancing);ci (last regular rebalancing);Market Cap. (in Mio.) (last regular rebalancing);Weight (last regular rebalancing);Fi (last regular rebalancing);Fi (norm 1m EUR) (last regular rebalancing);Fi (norm Index) (last regular rebalancing);Quintil;Performance (1d);Performance (1m);Performance (12m);Performance (ytd);Volatility (1m);Volatility (12m);Sharpe Ratio (1m);Sharpe Ratio (12m);Beta (1m);Beta (12m);Correlation (1m);Correlation (12m)
2/01/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;ADS;ADIDAS AG NA O.N.;DE000A1EWWW0;n/a;Prime Standard;XETRA;2679.32;;;;3908.4713549;0.7083393;782874.57;32;0.0048454845484549;0.110212402728169;-0.086152030587569;0.110212402728169;0.129527788163561;0.237698789853899;2.76190756199804;-0.338929660660972;147.58;37.94;45349200;192100000;0.8755;1;20367.03;2.6016;2.0285656232701;214.828218240421;0.575593541695926;2;0.00135703623286743;0.157853444217794;-0.383266950543713;0.157853444217794;0.287726739731948;0.447562869912114;1.78923808245947;-0.833481526232347;1.84697973171343;1.38697007838839;0.831466688339931;0.736614074490194
2/01/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;BAS;BASF SE NA O.N.;DE000BASF111;n/a;Prime Standard;XETRA;2679.32;;;;3908.4713549;0.7083393;782874.57;32;0.0048454845484549;0.110212402728169;-0.086152030587569;0.110212402728169;0.129527788163561;0.237698789853899;2.76190756199804;-0.338929660660972;52.74;130.64;55483587;918478694;0.976;1;41047.77;5.2432;10.8124584184952;1145.05596969524;3.06797136072385;1;0.00648854961832068;0.136882948911403;-0.167827735051302;0.136882948911403;0.231547093315992;0.353335845145663;1.9247659647782;-0.455551327335026;1.31486929375436;1.1828627712236;0.735539837296774;0.795744482610218
2/01/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;BMW;BAY.MOTOREN WERKE AG ST;DE0005190003;n/a;Prime Standard;XETRA;2679.32;;;;3908.4713549;0.7083393;782874.57;32;0.0048454845484549;0.110212402728169;-0.086152030587569;0.110212402728169;0.129527788163561;0.237698789853899;2.76190756199804;-0.338929660660972;95.27;228.55;15000000;601995196;0.5226;1;25992.47;3.3201;3.7946172545722;401.855801139919;1.07670028511021;2;0.0218813686581574;0.142600143919405;0.0870388947781926;0.142600143919405;0.193153938831976;0.311773912978087;2.40493671017702;0.288418872587651;0.98329335766997;1.05459673503241;0.659390196778259;0.804032528913655
2/01/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;BAYN;BAYER AG NA O.N.;DE000BAY0017;n/a;Prime Standard;XETRA;2679.32;;;;3908.4713549;0.7083393;782874.57;32;0.0048454845484549;0.110212402728169;-0.086152030587569;0.110212402728169;0.129527788163561;0.237698789853899;2.76190756199804;-0.338929660660972;56.5;134.88;62426957;982424082;1;1;47706.51;6.0938;11.8496233443633;1254.8933298919;3.36226079664598;1;-0.00877192982456132;0.169167097719421;0.0774652651450782;0.169167097719421;0.229643923697076;0.299334517388174;2.40420753221101;0.268921368370114;0.712115211335339;0.688003908370752;0.401659694525886;0.546337581984928
2/01/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;BEI;BEIERSDORF AG O.N.;DE0005200000;n/a;Prime Standard;XETRA;2679.32;;;;3908.4713549;0.7083393;782874.57;32;0.0048454845484549;0.110212402728169;-0.086152030587569;0.110212402728169;0.129527788163561;0.237698789853899;2.76190756199804;-0.338929660660972;111.9;219.86;3469812;252000000;0.3883;1;10435.87;1.333;1.18024855547392;124.990136550063;0.334888572661316;4;0.00268817204301075;0.0438432835820894;0.277022394969897;0.0438432835820894;0.11969140677318;0.235968592145559;1.16074558196213;1.17361511265102;0.0224968095364894;0.481361702959193;0.0243456239554477;0.484891201981796
2/01/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;BNR;BRENNTAG SE NA O.N.;DE000A1DAHH0;n/a;Prime Standard;XETRA;2679.32;;;;3908.4713549;0.7083393;782874.57;32;0.0048454845484549;0.110212402728169;-0.086152030587569;0.110212402728169;0.129527788163561;0.237698789853899;2.76190756199804;-0.338929660660972;68.72;51.1;51500000;154500000;1;1;8701.44;1.1115;1.86351987929396;197.349620210449;0.528762784422261;4;0.00526623756582789;0.150703281982585;-0.0890761818340698;0.150703281982585;0.23589285547484;0.32473537588489;2.08246346538951;-0.256952691186206;1.02955115124042;1.00037661050857;0.565322265284306;0.732252558157764
2/01/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;CON;CONTINENTAL AG O.N.;DE0005439004;n/a;Prime Standard;XETRA;2679.32;;;;3908.4713549;0.7083393;782874.57;32;0.0048454845484549;0.110212402728169;-0.086152030587569;0.110212402728169;0.129527788163561;0.237698789853899;2.76190756199804;-0.338929660660972;64.56;104.92;8048629;200005983;0.54;1;6100.02;0.7792;1.30269364181906;137.957259442256;0.369631644368824;5;0.00373134328358193;0.153269024651661;-0.23995112717805;0.153269024651661;0.358755023315976;0.460155817046084;1.39286483498625;-0.50408796205722;2.25474805210336;1.50661984024607;0.81407230303175;0.778261839859562
2/01/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;1COV;COVESTRO AG  O.N.;DE0006062144;n/a;Prime Standard;XETRA;2679.32;;;;3908.4713549;0.7083393;782874.57;32;0.0048454845484549;0.110212402728169;-0.086152030587569;0.110212402728169;0.129527788163561;0.237698789853899;2.76190756199804;-0.338929660660972;42.56;26;202500000;193200000;0.982;1;6765.5;0.8642;2.28835898995056;242.340735180679;0.649308378584297;5;0.0104463437796771;0.164432284541724;-0.141219342598625;0.164432284541724;0.32402981784931;0.389504645807983;1.65571624817486;-0.346003581625299;1.520133119654;1.19844897212213;0.607658523557621;0.731364499604743
2/01/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;DTG;DAIMLER TRUCK HLDG NA ON;DE000DTR0CK8;n/a;Prime Standard;XETRA;2679.32;;;;3908.4713549;0.7083393;782874.57;32;0.0048454845484549;0.110212402728169;-0.086152030587569;0.110212402728169;0.129527788163561;0.237698789853899;2.76190756199804;-0.338929660660972;31.285;29.775;822951882;822951882;0.5721;1;14103.14;1.8015;5.6787393685058;601.387229672778;1.61130883220687;3;0.0167370815729606;0.0808429780618414;-0.0311241870548157;0.0808429780618414;0.23637744905734;0.359238081589498;1.10380940719645;-0.0734754775684006;0.706857390302496;1.10028600336605;0.387336756014907;0.728031533672848
2/01/2023;2DYN;DAX EXFINANCIALS PR EUR;DE000A0Z3MD8;DPW;DEUTSCHE POST AG NA O.N.;DE0005552004;n/a;Prime Standard;XETRA;2679.32;;;;3908.4713549;0.7083393;782874.57;32;0.0048454845484549;0.110212402728169;-0.086152030587569;0.110212402728169;0.129527788163561;0.237698789853899;2.76190756199804;-0.338929660660972;40.345;21.4;556399974;1239059409;0.7813;1;34860.46;4.4529;11.6765757334927;1236.56732185566;3.31315955679431;2;0.0245048247841544;0.14681637293917;-0.216989440072471;0.14681637293917;0.227430438966249;0.34144910471505;2.10360361533793;-0.613140044829867;1.06131091196595;1.18070347781066;0.604445278326188;0.821943252966197
