Day;Index Trading Symbol;Index Name;Index ISIN;Trading Symbol;Instrument;ISIN;Country;Transparency Level;Instrument Exchange;Index Value (close);Index Settlement Value (Future);Index Settlement Value (Kassa);Index Settlement Value (Option);Constant A (last regular rebalancing) (Index);Kt (last regular rebalancing) (Index);Market Cap. (in Mio.) (last regular rebalancing) (Index);# Constituents;Performance (1d) (Index);Performance (1m) (Index);Performance (12m) (Index);Performance (ytd) (Index);Volatility (1m) (Index);Volatility (12m) (Index);Sharpe Ratio (1m) (Index);Sharpe Ratio (12m) (Index);pit;pi0 (last regular rebalancing);qi0 (last regular rebalancing);qit (last regular rebalancing);ffit (last regular rebalancing);ci (last regular rebalancing);Market Cap. (in Mio.) (last regular rebalancing);Weight (last regular rebalancing);Fi (last regular rebalancing);Fi (norm 1m EUR) (last regular rebalancing);Fi (norm Index) (last regular rebalancing);Quintil;Performance (1d);Performance (1m);Performance (12m);Performance (ytd);Volatility (1m);Volatility (12m);Sharpe Ratio (1m);Sharpe Ratio (12m);Beta (1m);Beta (12m);Correlation (1m);Correlation (12m)
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;YOU;ABOUT YOU HOLDING SE;DE000A3CNK42;n/a;Prime Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;6.44;25.49;186153487;186153487;0.2072;1;233.74;0.0196;0.132636266220564;32.351239310075;0.00475951432729824;3;0.0733333333333335;0.0254777070063694;-0.632420091324201;0.0952380952380953;0.888826431168971;0.689861613018108;0.0885717444836577;-0.896288390535693;3.26256220740336;1.62203259484874;0.514765305125569;0.542365423797801
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;A4Y;ACCENTRO R.EST.AG  O.N.;DE000A0KFKB3;n/a;Prime Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;2.3;28.3;7724427;32437934;0.169;1;12.39;0.001;0.0188512976781827;4.59800972893939;0.000676459191321564;4;-0.017094017094017;0.0454545454545454;-0.615563444270891;0.0360360360360361;0.551556435990353;0.667149302173068;0.262142881637765;-0.9019296087482;0.111642138140246;0.459755481706883;0.0283860926833527;0.158963815212734
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;ADN1;ADESSO SE  INH O.N.;DE000A0Z23Q5;n/a;Prime Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;150;22.65;8000000;6512272;0.4818;1;408.52;0.0343;0.0107894843184411;2.63165723194998;0.00038716941196448;2;0.0373443983402491;0.112759643916914;-0.2036562246536;0.138088012139606;0.446940058869434;0.446840262418256;0.819986762595749;-0.439197073871736;2.24881221693676;1.19041745775281;0.70562074075265;0.614527591078601
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;ADS;ADIDAS AG NA O.N.;DE000A1EWWW0;n/a;Prime Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;157.92;37.94;45349200;192100000;0.8755;1;20367.03;1.7083;0.578342191339677;141.063128270134;0.0207532074311021;1;0.0700636942675159;0.23664839467502;-0.346490905803256;0.23897693394006;0.350970869223867;0.452634987259006;2.20797255702971;-0.744206031733043;2.26402013509935;1.43419502793057;0.904641780039649;0.730894156280212
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;ADL;ADLER REAL ESTATE AG;DE0005008007;n/a;Prime Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;5.7;130.38;400000;109416860;0.0328;1;24.4;0.002;0.0123412585825816;3.01014964586445;0.000442853215899578;4;-0.013840830449827;-0.15929203539823;-0.194915254237288;-0.138972809667674;0.322693339342483;0.607416021177207;-1.64379870563433;-0.308925917080134;0.066784722679775;0.45287623207287;0.0290238187535479;0.171983856604266
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;ADV;ADVA OPT.NETW.SE  O.N.;DE0005103006;n/a;Prime Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;22.52;39;5000000;51958800;0.3465;1;392.84;0.0329;0.0619104145803985;15.1005354338443;0.00222159077302717;3;-0.00353982300884959;0.030192131747484;0.274688234837477;0.0208522212148685;0.10997946045625;;0.857141008408968;;0.298083666237289;;0.380096632601554;
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;AAH;AHLERS AG NA O.N.;DE0005009740;n/a;General Standard;FRANKFURT;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;0.95;103.28;600000;13681520;0.4699;1;4.82;0.0004;0.0221075774715976;5.39224715629693;0.000793307401634404;5;0.0326086956521738;0.310344827586207;-0.2578125;0.292517006802721;0.526945201555076;0.610239693601639;1.93170748810694;-0.408955644548172;0.236533997370664;0.196577061320332;0.062949972528606;0.0743064960773544
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;AIXA;AIXTRON SE NA O.N.;DE000A0WMPJ6;n/a;Prime Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;28.03;107.37;1000000;113318970;0.9915;1;3297.64;0.2766;0.386364039336777;94.2378419836234;0.0138642713126307;1;0.0166848023213637;0.0241139934234564;0.557765940747502;0.0393029291805709;0.4499588335755;0.485878178931003;0.164968151469744;1.1387078085806;1.05012562162072;1.18684797187239;0.327292384521319;0.563458707145392
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;ABA;ALBA SE O.N.;DE0006209901;n/a;General Standard;FRANKFURT;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;28.2;13.65;9840000;9840000;0.0593;1;13.13;0.0011;0.00200655538994746;0.489417830121689;0.0000720031511675028;4;0.0763358778625955;0.194915254237288;-0.397435897435897;0.317757009345795;0.844127077754557;0.620325052734746;0.755033187382076;-0.623870683845956;-1.23705779767235;0.299573869937229;-0.205517868543628;0.111398413585218
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;ALG;ALBIS LEASING AG O.N.;DE0006569403;n/a;General Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;2.16;286.32;300000;21195430;0.4088;1;18.54;0.0016;0.0297957608436821;7.26746776689855;0.00106918985786611;4;0;0.0384615384615385;-0.28;0.0384615384615385;0.352153864878224;0.243547519086768;0.345108613960117;-1.11436883950623;-0.394526208772686;0.0846501116999941;-0.157112532001381;0.0801748623728076
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;A1OS;ALL FOR ONE GROUP NA O.N.;DE0005110001;n/a;Prime Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;44;17.9;5400000;4982000;0.4275;1;97.12;0.0081;0.00732387971847545;1.7863635052618;0.000262809798894116;3;0.0232558139534884;-0.0329670329670331;-0.371452942658623;-0.0350877192982457;0.216344560509952;0.33646755960338;-0.526760153966142;-1.07417686611762;0.348917731221144;0.531267101218061;0.22617494181243;0.364220278658697
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;LNSX;ALLANE SE  INH O.N.;DE000A0DPRE6;n/a;Prime Standard;FRANKFURT;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;11.6;20.4;20611593;20611593;0.0793;1;19.29;0.0016;0.00562064435734582;1.37092829783779;0.000201690971177895;4;0;0.045045045045045;;0;0.145261484641007;;0.986059801061477;;0.123330786287838;;0.119066187979054;
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;AEIN;ALLGEIER SE  NA O.N.;DE000A2GS633;n/a;General Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;30.9;21;3000000;11427513;0.5865;1;199.06;0.0167;0.0230473555333136;5.62146791046361;0.000827030358987407;3;0.0317195325542572;0.095744680851064;-0.355947492501829;0.08994708994709;0.338628335002686;0.465093948656783;0.916604512550251;-0.74428512160192;1.49045047129614;1.20524289300107;0.617250827975339;0.597761978747471
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;ALV;ALLIANZ SE NA O.N.;DE0008404005;n/a;Prime Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;221.7;584.92;15000000;408457873;0.9861;1;79694.11;6.6843;1.38506320198454;337.83000972349;0.0497015510305199;1;0.00316742081447963;0.091849298202413;0.0284497905126433;0.103534096565455;0.142859073203695;0.242203703430156;2.0827908021072;0.133062374177696;0.599405825193428;0.843883275304807;0.588410695961961;0.803703755872667
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;AOX;ALSTRIA OFFICE REIT-AG;DE000A0LD2U1;n/a;Prime Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;7.735;16.3;56000000;178032997;0.0483;1;61.91;0.0052;0.0295698413527407;7.21236386715439;0.00106108297213575;4;0.0130975769482646;0.0265428002654282;-0.380362746127606;-0.0083333333333333;0.147927606703247;0.379631571515877;0.555923386252275;-0.975146104080764;0.305503550936692;0.599964895460125;0.289623941310918;0.364550681900333
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;AMA;ALTECH ADV.MAT. NA O.N.;DE000A31C3Y4;n/a;General Standard;FRANKFURT;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;6;6.52;10000000;5650000;0.3123;0.583333;4.89;0.0004;0.00353947084025544;0.863310401046126;0.000127010226201906;5;0.0619469026548671;0.415094339622641;4.30973451327434;0.5625;1.11310386291501;1.27351283838896;1.22473108867727;3.33456688080573;2.884839689848;1.27134994616352;0.363457321935892;0.230279977869169
2/02/2023;4JC1;CDAX NR EUR;DE000A3CK6C9;ACT;ALZCHEM GROUP AG INH O.N.;DE000A2YNT30;n/a;Prime Standard;XETRA;147.12;;;;3177.3011831;0.5754136;1192257.34;383;0.0241559345631743;0.122539294979399;-0.0467798367241156;0.137731033949424;0.140238554840772;0.230671743154023;2.8432087533671;-0.18132213164833;19.2;19.5;7500000;10176335;0.4437;1;74.73;0.0063;0.0155268080808179;3.78713528552471;0.000557163343206395;3;0;0.0756302521008403;-0.126234321955266;0.136094674556213;0.281988992489633;0.293086915370095;0.865540707915296;-0.409567327656982;-0.449938370687458;0.1833112553628;-0.223763013994031;0.144273676499322
